x1,x2,x3,x4,x5,x6,x7,x8
9626.670208369615,9626.670208369615,9626.670208369615,9626.670208369615,9626.670208369615,9626.670208369615,9626.670208369615,9626.670208369615
9174.828887757252,8774.342278154309,8373.920767596628,7973.711264917144,7573.116193243533,7172.82314079738,6772.667616862535,6372.71942397373
9305.99368133492,8540.393243891362,7807.849354438222,7109.084564054252,6443.904852945585,5812.617191178399,5214.6152207254145,4650.467215769892
9566.395751982447,8445.105963155485,7418.525751645566,6482.605812175934,5632.761267086234,4865.284296586568,4176.010742115859,3560.663387820745
9482.45612588788,8009.775799194669,6717.228442256896,5589.835109928155,4612.707630347117,3772.077495653546,3054.422451779847,2447.7162127372712
9144.258309455254,7338.561758395515,5820.628831263338,4555.852036812674,3511.075130384388,2656.79078271044,1966.9468095691968,1418.803808778651
9493.566196646829,7383.336873590033,5687.8061017421805,4340.658341430408,3283.1779101528236,2465.05751066861,1843.0453481265718,1380.753162057061
9653.025376873282,7235.213570493442,5374.204829218487,3959.5321114968765,2899.777186996824,2118.7192371035935,1555.1657586095162,1159.3709034739668
9640.821825478917,6923.541029969456,4919.238858906505,3461.898409457121,2419.754103680696,1689.6195190147373,1191.5984851470935,864.2501486462934
9521.671939617383,6515.382799869802,4389.868067869017,2911.304233797857,1903.3732387684195,1235.00034403057,812.3134532137774,568.7882065073859
9583.346131305503,6306.070585659685,4087.34889802157,2612.934958271256,1654.9522753417555,1051.703987423377,690.6285352479536,492.1097955899712
9274.838990544604,5736.380931434693,3442.761269776007,1989.0417678497488,1097.6592877100513,591.5324599363671,372.94270939162584,347.07297740836003
9473.566553699387,5700.06821901706,3366.2791703765497,1964.6576054746547,1162.4885955525524,745.3753438380775,565.0454174299174,504.669121992643
9465.73232840966,5452.671496299982,3073.249680191847,1702.9978012363126,949.6616978128119,572.4760523798052,417.0217647828929,369.3100076372446
9209.397603937647,4972.456992582612,2572.3298864480985,1267.6172899067376,631.2687082654925,429.6532130337658,432.2010276728034,464.4569745125705
9345.930073071311,4903.830501375939,2502.6700417475486,1268.665331983208,708.7515274174385,527.2528704440562,500.5197563094144,509.5051195353842
9617.669523469678,4969.888944977571,2560.749573482473,1364.5364011847673,811.8663003600743,584.038183223369,501.3239326060939,475.3249335648177
9441.228023813237,4586.080991050856,2172.002235911095,1028.6315460622648,543.5579119803133,386.81050198074627,353.0355858880819,347.4892598347584
9432.236204131943,4386.545965581227,1984.655294700206,901.1558742633099,473.7411356660642,354.9932900114896,337.02227889721587,338.28958179125965
9092.790725001152,3864.0397846990895,1483.1963600703662,485.57207262790286,286.07416716497397,369.97458448048064,422.1073789150019,444.8887473047711
